,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,Subscription to deposit (target)
545,26,blue-collar,single,tertiary,no,449,yes,no,cellular,5,2,339,2,-1.0,0,unknown,no
546,26,management,single,tertiary,no,690,no,no,cellular,5,2,76,3,-1.0,0,unknown,no
547,26,technician,single,secondary,no,430,no,no,cellular,5,2,450,2,-1.0,0,unknown,no
548,26,services,married,secondary,no,116,no,no,cellular,5,2,319,2,-1.0,0,unknown,no
549,26,management,single,tertiary,no,383,no,no,cellular,6,2,645,2,-1.0,0,unknown,no
550,26,unknown,single,secondary,no,3247,no,no,telephone,6,2,341,3,-1.0,0,unknown,no
551,26,management,single,tertiary,no,2722,no,no,cellular,6,2,206,1,-1.0,0,unknown,no
552,26,services,single,secondary,no,531,yes,yes,cellular,6,2,184,1,-1.0,0,unknown,no
553,26,services,single,secondary,no,1347,no,no,telephone,6,2,254,1,-1.0,0,unknown,no
554,26,unemployed,single,secondary,no,387,no,no,cellular,6,2,506,1,-1.0,0,unknown,no
555,26,unemployed,single,tertiary,no,521,no,no,cellular,6,2,123,3,-1.0,0,unknown,no
556,26,services,single,tertiary,no,1140,yes,no,cellular,6,2,984,2,-1.0,0,unknown,yes
557,26,self-employed,married,tertiary,no,479,yes,no,cellular,9,2,133,3,-1.0,0,unknown,no
558,26,admin.,single,secondary,no,255,no,no,cellular,9,2,190,1,-1.0,0,unknown,yes
559,26,student,single,secondary,no,477,no,no,cellular,9,2,58,2,-1.0,0,unknown,no
560,26,services,single,secondary,no,1114,no,no,cellular,9,2,44,2,-1.0,0,unknown,no
561,26,management,single,tertiary,no,1222,no,yes,cellular,11,2,108,1,-1.0,0,unknown,no
562,26,technician,single,tertiary,no,11862,no,no,cellular,13,2,119,1,-1.0,0,unknown,yes
563,26,student,single,secondary,no,620,no,no,cellular,17,2,104,1,-1.0,0,unknown,yes
564,26,admin.,single,secondary,no,827,yes,no,cellular,17,2,97,1,-1.0,0,unknown,no
565,26,admin.,single,secondary,no,2509,no,no,cellular,19,2,654,3,-1.0,0,unknown,yes
566,26,blue-collar,single,secondary,no,834,no,no,cellular,26,2,90,1,-1.0,0,unknown,no
567,26,admin.,single,tertiary,no,313,no,yes,cellular,26,2,210,2,-1.0,0,unknown,yes
568,26,admin.,married,secondary,no,1595,no,no,cellular,2,3,54,1,-1.0,0,unknown,no
569,26,management,single,secondary,no,651,no,yes,cellular,5,3,84,1,-1.0,0,unknown,no
570,26,student,single,unknown,no,598,no,no,cellular,6,3,136,1,-1.0,0,unknown,no
571,26,management,single,tertiary,no,1274,yes,no,cellular,9,3,101,1,-1.0,0,unknown,no
572,26,self-employed,single,tertiary,no,657,no,yes,cellular,17,3,159,2,-1.0,0,unknown,no
573,26,management,single,tertiary,no,2786,no,no,cellular,23,3,415,1,-1.0,0,unknown,yes
574,26,management,single,tertiary,no,15,no,no,cellular,24,3,116,2,-1.0,0,unknown,no
575,26,admin.,single,tertiary,no,689,no,no,cellular,25,3,78,1,-1.0,0,unknown,no
576,26,admin.,single,secondary,no,1327,no,no,cellular,30,3,171,4,-1.0,0,unknown,no
577,26,admin.,married,tertiary,no,2855,no,no,cellular,30,3,52,3,-1.0,0,unknown,no
578,26,admin.,single,secondary,no,274,no,no,cellular,1,4,351,3,-1.0,0,unknown,yes
579,26,student,single,tertiary,no,193,no,no,cellular,3,4,48,2,-1.0,0,unknown,no
580,26,blue-collar,single,secondary,no,5005,no,yes,cellular,3,4,117,1,-1.0,0,unknown,yes
581,26,student,single,tertiary,no,1804,no,no,cellular,6,4,156,2,-1.0,0,unknown,no
582,26,self-employed,single,secondary,no,3676,no,no,cellular,7,4,148,1,-1.0,0,unknown,yes
583,26,admin.,married,secondary,no,3415,no,no,cellular,8,4,209,1,-1.0,0,unknown,yes
584,26,blue-collar,married,secondary,no,352,yes,no,cellular,8,4,213,3,317.0,4,other,no
585,26,student,single,secondary,no,766,no,no,cellular,9,4,125,6,-1.0,0,unknown,no
586,26,management,single,tertiary,no,-3,no,no,cellular,13,4,1022,2,-1.0,0,unknown,yes
587,26,technician,married,secondary,no,744,no,no,cellular,15,4,609,1,-1.0,0,unknown,no
588,26,blue-collar,single,secondary,no,2669,yes,no,cellular,16,4,242,1,-1.0,0,unknown,no
589,26,technician,married,unknown,no,-277,yes,no,cellular,16,4,1018,2,-1.0,0,unknown,no
590,26,technician,single,tertiary,no,1216,yes,no,cellular,16,4,472,2,-1.0,0,unknown,no
591,26,self-employed,single,tertiary,no,3044,yes,yes,cellular,17,4,550,1,325.0,1,other,no
592,26,blue-collar,married,secondary,no,647,yes,no,cellular,17,4,357,2,331.0,1,other,no
593,26,admin.,single,secondary,no,1375,yes,no,cellular,17,4,238,2,-1.0,0,unknown,no
594,26,technician,single,secondary,no,181,no,no,cellular,20,4,158,2,-1.0,0,unknown,yes
595,26,blue-collar,single,primary,no,52,yes,no,cellular,20,4,271,1,300.0,2,success,no
596,26,services,single,secondary,no,136,no,no,cellular,20,4,120,1,-1.0,0,unknown,yes
597,26,student,single,tertiary,no,5169,yes,no,cellular,20,4,639,2,-1.0,0,unknown,no
598,26,student,single,tertiary,no,10086,no,no,cellular,21,4,110,2,-1.0,0,unknown,yes
599,26,student,single,tertiary,no,1134,no,no,cellular,21,4,464,4,-1.0,0,unknown,yes
600,26,admin.,single,tertiary,no,2170,yes,no,cellular,27,4,398,1,-1.0,0,unknown,no
601,26,management,single,tertiary,no,6791,no,no,telephone,29,4,164,23,-1.0,0,unknown,no
602,26,student,single,unknown,no,19,no,no,telephone,30,4,268,1,-1.0,0,unknown,no
603,26,student,single,secondary,no,480,no,no,cellular,30,4,104,1,-1.0,0,unknown,no
604,26,self-employed,single,tertiary,no,168,no,no,cellular,30,4,394,1,-1.0,0,unknown,yes
605,26,self-employed,single,tertiary,no,1078,no,no,cellular,30,4,99,2,-1.0,0,unknown,no
606,26,admin.,single,secondary,no,1327,no,no,cellular,30,4,104,1,31.0,4,failure,no
607,26,retired,single,secondary,no,530,no,no,cellular,30,4,308,1,-1.0,0,unknown,no
608,26,technician,single,tertiary,no,2781,yes,no,cellular,30,4,132,1,-1.0,0,unknown,no
609,26,admin.,single,secondary,no,255,no,no,cellular,30,4,457,1,80.0,1,success,yes
610,26,unemployed,single,tertiary,no,3511,no,no,cellular,30,4,439,2,-1.0,0,unknown,yes
611,26,student,single,tertiary,no,2,no,no,cellular,30,4,120,2,-1.0,0,unknown,no
612,26,student,single,unknown,no,2503,no,no,cellular,30,4,121,1,63.0,2,failure,no
613,26,technician,single,secondary,no,507,no,no,cellular,30,4,380,1,-1.0,0,unknown,yes
614,26,self-employed,single,tertiary,no,553,no,no,cellular,30,4,347,3,-1.0,0,unknown,no
615,26,self-employed,married,tertiary,no,219,no,no,cellular,4,5,104,5,-1.0,0,unknown,no
616,26,services,single,secondary,no,256,yes,no,cellular,4,5,101,2,-1.0,0,unknown,no
617,26,admin.,single,secondary,no,160,no,yes,cellular,4,5,172,2,-1.0,0,unknown,no
618,26,management,single,tertiary,no,4683,yes,no,cellular,4,5,334,2,180.0,1,failure,no
619,26,self-employed,single,tertiary,no,1153,no,no,cellular,4,5,238,3,-1.0,0,unknown,no
620,26,blue-collar,married,primary,no,104,yes,no,cellular,4,5,230,6,360.0,2,other,no
621,26,technician,single,secondary,no,237,yes,no,cellular,4,5,1091,3,-1.0,0,unknown,yes
622,26,admin.,single,unknown,no,677,no,no,cellular,4,5,399,1,-1.0,0,unknown,no
623,26,unemployed,married,tertiary,no,0,yes,no,cellular,5,5,319,1,-1.0,0,unknown,no
624,26,management,single,tertiary,no,4116,yes,no,cellular,5,5,301,1,-1.0,0,unknown,no
625,26,technician,single,tertiary,no,3628,no,no,cellular,5,5,151,1,-1.0,0,unknown,no
626,26,management,married,tertiary,no,784,yes,yes,cellular,5,5,247,2,358.0,2,failure,no
627,26,admin.,single,tertiary,no,6,yes,no,cellular,5,5,171,1,-1.0,0,unknown,no
628,26,student,single,secondary,no,2572,yes,no,cellular,5,5,620,1,-1.0,0,unknown,no
629,26,technician,married,secondary,no,18,yes,yes,cellular,5,5,138,1,-1.0,0,unknown,no
630,26,services,single,secondary,no,-481,yes,yes,cellular,6,5,595,5,-1.0,0,unknown,no
631,26,blue-collar,single,secondary,no,0,yes,no,cellular,6,5,340,1,-1.0,0,unknown,no
632,26,admin.,single,secondary,no,96,no,no,cellular,6,5,606,1,345.0,1,failure,no
633,26,management,single,tertiary,no,1494,yes,no,cellular,6,5,477,2,-1.0,0,unknown,no
634,26,entrepreneur,married,tertiary,no,37,yes,yes,cellular,6,5,207,1,363.0,2,failure,no
635,26,blue-collar,single,secondary,no,191,yes,no,cellular,6,5,550,1,-1.0,0,unknown,yes
636,26,blue-collar,single,primary,no,-295,yes,no,cellular,6,5,138,1,-1.0,0,unknown,no
637,26,admin.,single,secondary,no,985,yes,no,cellular,6,5,267,2,-1.0,0,unknown,no
638,26,unemployed,married,secondary,no,285,yes,no,cellular,6,5,265,2,342.0,2,failure,no
639,26,blue-collar,married,secondary,no,0,yes,no,cellular,6,5,320,3,-1.0,0,unknown,no
640,26,student,single,secondary,no,47,yes,no,cellular,6,5,273,4,-1.0,0,unknown,no
641,26,student,single,secondary,no,502,yes,no,telephone,7,5,82,1,-1.0,0,unknown,no
642,26,student,single,secondary,no,1209,yes,no,cellular,7,5,57,4,-1.0,0,unknown,no
643,26,services,single,secondary,no,1700,yes,no,cellular,7,5,13,5,-1.0,0,unknown,no
644,26,management,single,tertiary,no,199,yes,no,cellular,7,5,413,1,-1.0,0,unknown,no
645,26,blue-collar,single,secondary,no,7475,yes,no,cellular,7,5,204,1,-1.0,0,unknown,no
646,26,unknown,divorced,secondary,no,-295,yes,no,cellular,7,5,556,1,-1.0,0,unknown,no
647,26,management,single,tertiary,no,114,yes,no,cellular,7,5,457,1,-1.0,0,unknown,yes
648,26,blue-collar,single,secondary,no,2,yes,no,cellular,7,5,223,1,-1.0,0,unknown,no
649,26,blue-collar,single,secondary,no,311,yes,no,cellular,7,5,798,2,-1.0,0,unknown,yes
650,26,services,single,secondary,no,5533,yes,no,cellular,7,5,582,2,283.0,4,failure,no
651,26,housemaid,married,secondary,no,13,yes,no,cellular,7,5,132,2,293.0,1,other,no
652,26,student,single,secondary,no,279,no,no,cellular,7,5,239,3,-1.0,0,unknown,no
653,26,technician,married,secondary,no,518,yes,no,cellular,7,5,189,3,-1.0,0,unknown,no
654,26,management,single,tertiary,no,962,yes,no,cellular,8,5,132,1,-1.0,0,unknown,no
655,26,admin.,single,secondary,no,0,yes,no,cellular,8,5,339,1,66.0,3,other,no
656,26,admin.,married,secondary,no,354,yes,no,cellular,8,5,282,5,347.0,5,other,no
657,26,management,married,tertiary,no,5,yes,no,cellular,11,5,251,1,304.0,2,other,no
658,26,student,single,tertiary,no,249,yes,no,cellular,11,5,445,2,371.0,1,other,no
659,26,student,single,tertiary,no,2182,yes,no,cellular,12,5,42,1,292.0,1,other,no
660,26,entrepreneur,married,tertiary,no,38,yes,no,cellular,12,5,119,1,294.0,5,failure,no
661,26,blue-collar,single,secondary,no,8,yes,no,cellular,13,5,167,1,-1.0,0,unknown,no
662,26,admin.,single,secondary,no,0,yes,no,cellular,13,5,204,3,-1.0,0,unknown,no
663,26,admin.,single,secondary,no,96,yes,no,cellular,13,5,612,2,348.0,3,other,no
664,26,services,single,tertiary,no,130,yes,no,cellular,14,5,24,7,302.0,1,failure,no
665,26,management,single,tertiary,no,3944,yes,no,cellular,14,5,974,2,-1.0,0,unknown,yes
666,26,blue-collar,single,primary,no,619,yes,yes,cellular,14,5,720,1,352.0,1,failure,no
667,26,blue-collar,single,secondary,no,1006,yes,no,cellular,14,5,667,1,-1.0,0,unknown,yes
668,26,admin.,single,secondary,no,66,yes,no,cellular,14,5,451,1,339.0,3,failure,no
669,26,admin.,single,secondary,yes,-930,yes,no,cellular,14,5,786,1,-1.0,0,unknown,yes
670,26,technician,single,tertiary,no,468,yes,no,cellular,14,5,221,2,364.0,1,failure,no
671,26,services,married,secondary,no,864,yes,yes,cellular,14,5,466,1,-1.0,0,unknown,no
672,26,student,single,primary,no,114,yes,no,cellular,14,5,226,2,-1.0,0,unknown,no
673,26,blue-collar,single,primary,no,93,yes,no,cellular,14,5,43,3,-1.0,0,unknown,no
674,26,blue-collar,married,secondary,no,5795,yes,no,cellular,14,5,1094,2,-1.0,0,unknown,yes
675,26,admin.,single,secondary,no,681,yes,no,cellular,14,5,336,2,322.0,3,failure,no
676,26,admin.,single,secondary,no,787,yes,no,cellular,15,5,68,2,371.0,1,failure,no
677,26,services,married,secondary,no,77,yes,no,cellular,15,5,619,1,340.0,4,failure,yes
678,26,blue-collar,single,secondary,no,26,yes,yes,cellular,15,5,899,1,-1.0,0,unknown,yes
679,26,unemployed,single,secondary,no,130,yes,no,cellular,15,5,283,3,-1.0,0,unknown,no
680,26,technician,single,secondary,no,276,yes,no,cellular,15,5,106,1,368.0,4,failure,no
681,26,student,single,tertiary,no,641,yes,no,cellular,15,5,55,1,368.0,1,failure,no
682,26,services,single,secondary,no,2047,yes,no,cellular,15,5,457,1,-1.0,0,unknown,no
683,26,technician,single,tertiary,no,-67,yes,no,cellular,15,5,637,1,-1.0,0,unknown,yes
684,26,technician,single,secondary,no,626,yes,no,cellular,15,5,412,2,-1.0,0,unknown,no
685,26,services,single,secondary,no,212,yes,no,cellular,15,5,144,2,352.0,1,other,no
686,26,student,single,secondary,no,2138,yes,no,cellular,15,5,18,8,371.0,1,other,no
687,26,student,single,secondary,no,864,yes,no,cellular,15,5,659,1,-1.0,0,unknown,yes
688,26,blue-collar,single,primary,no,17,yes,no,cellular,15,5,86,2,367.0,2,failure,no
689,26,entrepreneur,single,tertiary,no,255,yes,no,cellular,15,5,401,1,-1.0,0,unknown,no
690,26,services,single,secondary,no,46,yes,no,cellular,15,5,17,3,351.0,6,other,no
691,26,services,single,secondary,yes,-162,yes,no,cellular,15,5,44,2,-1.0,0,unknown,no
692,26,services,single,secondary,no,0,yes,no,cellular,15,5,23,8,-1.0,0,unknown,no
693,26,admin.,single,secondary,no,140,yes,no,cellular,15,5,103,5,-1.0,0,unknown,no
694,26,student,single,secondary,no,372,yes,no,cellular,15,5,34,11,374.0,2,other,no
695,26,student,single,primary,no,177,yes,no,cellular,15,5,58,3,-1.0,0,unknown,no
696,26,self-employed,married,secondary,no,492,yes,yes,cellular,15,5,439,4,-1.0,0,unknown,no
697,26,blue-collar,single,secondary,no,474,yes,no,cellular,15,5,504,2,-1.0,0,unknown,no
698,26,services,married,secondary,no,0,yes,no,cellular,18,5,130,4,-1.0,0,unknown,no
699,26,admin.,single,secondary,no,141,yes,no,cellular,18,5,19,4,349.0,6,other,no
700,26,blue-collar,single,secondary,no,384,yes,no,cellular,18,5,16,1,364.0,2,other,no
701,26,technician,single,secondary,no,3519,yes,no,cellular,18,5,283,1,-1.0,0,unknown,no
702,26,management,single,tertiary,yes,-130,yes,no,cellular,18,5,216,1,-1.0,0,unknown,no
703,26,student,single,tertiary,no,251,yes,no,cellular,18,5,12,5,-1.0,0,unknown,no
704,26,self-employed,single,tertiary,no,16563,yes,no,cellular,18,5,245,1,-1.0,0,unknown,no
705,26,blue-collar,married,secondary,no,160,yes,no,cellular,18,5,252,4,-1.0,0,unknown,no
706,26,blue-collar,single,secondary,no,330,yes,no,cellular,18,5,156,1,348.0,1,failure,no
707,26,management,single,tertiary,no,47,yes,no,cellular,18,5,63,1,-1.0,0,unknown,no
708,26,blue-collar,married,secondary,no,1702,yes,yes,cellular,18,5,21,1,-1.0,0,unknown,no
709,26,blue-collar,married,secondary,no,697,yes,no,cellular,18,5,253,2,-1.0,0,unknown,no
710,26,blue-collar,single,primary,no,37,yes,no,cellular,18,5,121,5,-1.0,0,unknown,no
711,26,blue-collar,single,secondary,no,0,yes,no,cellular,18,5,82,4,-1.0,0,unknown,no
712,26,blue-collar,married,primary,no,595,yes,yes,cellular,18,5,222,3,-1.0,0,unknown,no
713,26,blue-collar,single,secondary,no,154,yes,no,cellular,18,5,1010,2,356.0,2,failure,no
714,26,blue-collar,single,secondary,no,-93,yes,no,cellular,18,5,599,2,-1.0,0,unknown,no
715,26,blue-collar,single,primary,no,-887,yes,no,cellular,18,5,827,2,-1.0,0,unknown,yes
716,26,services,single,primary,no,-32,yes,no,cellular,18,5,486,2,336.0,6,other,no
717,26,blue-collar,single,secondary,no,-350,yes,no,cellular,18,5,80,3,329.0,3,failure,no
718,26,blue-collar,married,primary,no,172,yes,no,cellular,18,5,410,3,354.0,3,failure,no
719,26,admin.,single,secondary,no,483,yes,no,cellular,18,5,305,2,-1.0,0,unknown,no
720,26,blue-collar,single,secondary,no,23,yes,no,cellular,18,5,11,6,367.0,1,other,no
721,26,admin.,single,secondary,no,236,yes,yes,cellular,18,5,8,2,-1.0,0,unknown,no
722,26,student,single,secondary,no,620,no,no,cellular,22,5,223,1,94.0,1,success,yes
723,26,technician,married,tertiary,no,2026,no,no,cellular,22,5,43,1,-1.0,0,unknown,no
724,26,blue-collar,single,tertiary,no,567,no,no,cellular,25,5,421,1,-1.0,0,unknown,yes
725,26,student,single,unknown,no,689,no,no,cellular,25,5,678,2,-1.0,0,unknown,yes
726,26,student,single,tertiary,no,5169,yes,no,cellular,25,5,397,1,35.0,2,failure,yes
727,26,student,single,tertiary,no,5741,no,no,cellular,25,5,327,1,-1.0,0,unknown,no
728,26,student,single,secondary,no,8015,no,no,cellular,26,5,109,1,-1.0,0,unknown,no
729,26,management,married,tertiary,no,243,no,no,cellular,26,5,482,1,-1.0,0,unknown,yes
730,26,self-employed,single,tertiary,no,560,no,no,telephone,26,5,122,2,-1.0,0,unknown,no
731,26,admin.,single,tertiary,no,2170,yes,no,cellular,26,5,81,1,29.0,1,failure,no
732,26,admin.,married,unknown,no,4311,no,no,cellular,26,5,75,1,-1.0,0,unknown,no
733,26,student,single,secondary,no,100,no,no,cellular,26,5,445,1,-1.0,0,unknown,yes
734,26,student,single,tertiary,no,39,no,no,cellular,26,5,396,3,-1.0,0,unknown,yes
735,26,student,single,tertiary,no,255,no,no,cellular,26,5,264,2,-1.0,0,unknown,no
736,26,management,single,tertiary,no,155,yes,no,cellular,27,5,74,4,43.0,5,other,no
737,26,admin.,single,secondary,no,2509,no,no,cellular,27,5,776,3,97.0,3,success,yes
738,26,student,single,secondary,no,0,no,no,cellular,27,5,107,2,-1.0,0,unknown,no
739,26,student,single,tertiary,no,13107,yes,no,cellular,27,5,112,2,-1.0,0,unknown,no
740,26,management,single,tertiary,no,2506,no,no,cellular,28,5,210,2,100.0,1,success,no
741,26,management,single,tertiary,no,1274,yes,no,cellular,1,6,190,1,84.0,1,failure,no
742,26,management,single,secondary,no,2613,no,no,cellular,1,6,326,1,-1.0,0,unknown,yes
743,26,management,single,tertiary,no,1623,no,no,cellular,2,6,479,1,-1.0,0,unknown,yes
744,26,admin.,single,tertiary,no,313,no,yes,cellular,2,6,199,1,96.0,2,success,yes
745,26,management,single,tertiary,no,3178,no,no,cellular,2,6,64,1,-1.0,0,unknown,no
746,26,technician,married,secondary,no,915,no,no,cellular,2,6,384,1,-1.0,0,unknown,yes
747,26,admin.,single,secondary,no,96,no,no,cellular,2,6,696,1,27.0,2,failure,no
748,26,technician,single,secondary,no,1231,yes,no,cellular,3,6,385,2,96.0,5,success,yes
749,26,management,single,tertiary,no,2786,no,no,cellular,3,6,300,2,72.0,1,success,yes
750,26,student,single,secondary,no,132,no,no,cellular,4,6,217,1,-1.0,0,unknown,yes
751,26,technician,married,secondary,no,523,no,no,cellular,4,6,221,1,126.0,1,failure,no
752,26,services,single,secondary,no,2158,yes,yes,telephone,5,6,227,1,-1.0,0,unknown,no
753,26,student,single,secondary,no,611,no,no,cellular,5,6,455,3,-1.0,0,unknown,no
754,26,self-employed,single,tertiary,no,1444,no,no,cellular,12,6,139,5,-1.0,0,unknown,no
755,26,student,single,tertiary,no,0,no,no,cellular,15,6,41,2,-1.0,0,unknown,no
756,26,admin.,single,tertiary,no,617,no,no,cellular,15,6,157,1,-1.0,0,unknown,no
757,26,admin.,married,secondary,no,1595,no,no,cellular,15,6,155,1,105.0,1,failure,yes
758,26,management,single,tertiary,no,170,no,no,cellular,15,6,129,1,-1.0,0,unknown,yes
759,26,blue-collar,single,primary,no,2363,no,yes,cellular,16,6,569,2,-1.0,0,unknown,no
760,26,services,single,secondary,no,1347,no,no,telephone,18,6,280,6,92.0,5,other,yes
761,26,management,divorced,tertiary,no,667,no,no,telephone,19,6,177,2,-1.0,0,unknown,no
762,26,unemployed,single,secondary,no,771,no,no,cellular,22,6,113,1,109.0,1,failure,no
763,26,services,single,tertiary,no,0,no,yes,telephone,1,7,261,4,-1.0,0,unknown,yes
764,26,self-employed,single,tertiary,no,1393,no,no,cellular,3,7,194,1,-1.0,0,unknown,no
765,26,self-employed,single,tertiary,no,2857,no,no,cellular,3,7,446,1,-1.0,0,unknown,yes
766,26,student,single,tertiary,no,10086,no,no,cellular,8,7,475,3,78.0,2,success,no
767,26,admin.,single,secondary,no,125,no,no,cellular,4,8,92,1,118.0,6,other,no
768,26,management,single,tertiary,no,390,no,no,cellular,7,8,325,1,-1.0,0,unknown,yes
769,26,management,single,tertiary,no,0,no,no,cellular,7,8,125,1,-1.0,0,unknown,no
770,26,student,single,secondary,no,1608,no,no,cellular,10,8,89,2,102.0,2,success,no
771,26,student,single,tertiary,no,2,no,no,cellular,10,8,121,1,102.0,2,failure,no
772,26,admin.,single,secondary,no,96,no,no,cellular,11,8,349,1,70.0,3,failure,yes
773,26,management,single,tertiary,no,141,no,no,cellular,12,8,74,2,-1.0,0,unknown,no
774,26,student,single,secondary,no,5296,no,no,telephone,12,8,127,1,-1.0,0,unknown,no
775,26,services,single,secondary,no,50,yes,no,cellular,12,8,153,1,-1.0,0,unknown,no
776,26,management,single,tertiary,no,1643,no,no,cellular,12,8,243,1,-1.0,0,unknown,no
777,26,student,single,secondary,no,374,no,no,telephone,12,8,478,2,-1.0,0,unknown,no
778,26,management,single,tertiary,no,-8,no,no,cellular,13,8,402,2,-1.0,0,unknown,no
779,26,student,single,secondary,no,611,no,no,cellular,13,8,138,2,69.0,3,failure,no
780,26,technician,single,tertiary,no,-67,yes,no,cellular,13,8,143,1,90.0,1,success,no
781,26,admin.,single,secondary,no,255,no,no,cellular,14,8,209,2,106.0,2,success,yes
782,26,technician,single,tertiary,no,777,yes,no,cellular,14,8,260,2,463.0,1,failure,no
783,26,blue-collar,single,secondary,no,535,no,no,cellular,14,8,125,1,-1.0,0,unknown,yes
784,26,student,single,secondary,no,0,no,no,cellular,17,8,237,1,82.0,2,failure,no
785,26,management,single,tertiary,no,948,yes,no,cellular,17,8,125,1,-1.0,0,unknown,no
786,26,management,single,tertiary,no,828,yes,no,cellular,17,8,156,1,199.0,1,failure,yes
787,26,management,single,tertiary,no,2506,no,no,cellular,18,8,134,1,82.0,3,failure,no
788,26,management,single,tertiary,no,3704,no,no,cellular,19,8,238,4,-1.0,0,unknown,yes
789,26,student,single,secondary,no,620,no,no,cellular,26,8,76,1,96.0,2,success,no
790,26,student,single,tertiary,no,97,no,no,cellular,27,8,382,1,-1.0,0,unknown,no
791,26,services,single,secondary,no,38,no,no,telephone,28,8,268,3,-1.0,0,unknown,no
792,26,management,single,tertiary,no,200,no,no,cellular,1,9,91,2,-1.0,0,unknown,no
793,26,management,single,tertiary,no,9447,no,no,cellular,4,9,113,1,100.0,2,other,no
794,26,technician,single,secondary,no,1231,yes,no,cellular,4,9,230,1,93.0,7,success,yes
795,26,admin.,single,secondary,no,3529,no,yes,cellular,7,9,57,2,-1.0,0,unknown,no
796,26,management,single,tertiary,no,1094,yes,no,cellular,8,9,137,1,-1.0,0,unknown,yes
797,26,student,single,tertiary,no,13887,no,no,cellular,10,9,199,4,-1.0,0,unknown,no
798,26,management,single,tertiary,no,362,no,no,cellular,15,9,925,1,104.0,2,success,yes
799,26,management,single,tertiary,no,1646,no,no,cellular,18,9,890,5,-1.0,0,unknown,yes
800,26,student,single,secondary,no,132,no,no,cellular,1,10,194,1,119.0,1,success,yes
801,26,student,single,secondary,no,6036,no,no,cellular,1,10,152,1,-1.0,0,unknown,no
802,26,management,single,tertiary,no,170,no,no,cellular,2,10,160,2,109.0,1,success,no
803,26,admin.,single,secondary,no,125,no,no,cellular,6,10,63,1,63.0,7,failure,no
804,26,self-employed,single,tertiary,no,993,no,no,cellular,8,10,152,1,-1.0,0,unknown,no
805,26,admin.,single,secondary,no,766,no,no,cellular,15,10,457,2,-1.0,0,unknown,yes
806,26,management,single,tertiary,no,1177,no,no,cellular,19,10,116,1,-1.0,0,unknown,no
807,26,technician,single,secondary,no,334,no,no,cellular,19,10,217,1,-1.0,0,unknown,no
808,26,student,single,unknown,no,603,no,no,cellular,28,10,73,1,-1.0,0,unknown,no
809,26,admin.,single,secondary,no,338,no,no,cellular,29,10,209,1,188.0,2,unknown,yes
810,26,technician,single,secondary,no,44,no,no,cellular,30,10,217,1,-1.0,0,unknown,yes
811,26,admin.,married,tertiary,no,906,no,no,cellular,2,11,109,1,160.0,1,success,no
812,26,management,single,tertiary,no,943,no,no,cellular,11,11,166,1,195.0,1,success,yes
813,26,student,single,secondary,no,203,no,no,cellular,16,11,104,1,196.0,1,failure,no
814,26,blue-collar,single,tertiary,no,644,no,no,cellular,2,12,346,1,-1.0,0,unknown,yes
815,26,student,single,tertiary,no,294,no,no,cellular,4,12,208,2,-1.0,0,unknown,yes
816,26,services,single,tertiary,no,12,no,no,cellular,15,12,72,4,186.0,6,success,no
817,26,blue-collar,single,secondary,no,3145,no,no,cellular,28,12,1141,1,209.0,1,other,yes
818,26,admin.,single,secondary,no,1099,no,no,cellular,15,1,99,2,225.0,13,other,no
819,26,admin.,single,secondary,no,614,no,no,cellular,27,1,103,1,-1.0,0,unknown,no
820,26,technician,single,secondary,no,2002,no,no,cellular,29,1,146,1,-1.0,0,unknown,yes
821,26,admin.,single,secondary,no,338,no,no,cellular,29,1,245,1,92.0,3,success,no
822,26,technician,single,tertiary,no,1972,yes,no,cellular,29,1,221,2,-1.0,0,unknown,no
823,26,management,single,tertiary,no,592,no,no,telephone,29,1,145,2,164.0,1,other,no
824,26,unemployed,single,secondary,no,632,no,no,cellular,12,2,218,1,-1.0,0,unknown,yes
825,26,technician,single,tertiary,no,3411,no,no,cellular,18,2,236,1,183.0,2,success,no
826,26,admin.,single,tertiary,no,2532,yes,yes,cellular,18,2,269,1,-1.0,0,unknown,yes
827,26,management,single,tertiary,no,0,no,no,cellular,23,2,176,1,-1.0,0,unknown,no
828,26,services,single,secondary,no,162,yes,no,cellular,2,3,185,2,130.0,8,other,no
829,26,admin.,single,tertiary,no,760,yes,no,cellular,4,3,456,2,281.0,5,success,yes
830,26,student,single,secondary,no,5296,no,no,cellular,5,3,229,1,205.0,1,failure,yes
831,26,student,single,tertiary,no,294,no,no,cellular,5,3,87,1,91.0,2,success,yes
832,26,admin.,single,tertiary,no,3730,yes,no,cellular,11,3,93,1,98.0,4,other,no
833,26,management,single,tertiary,no,1370,no,no,cellular,25,3,231,1,295.0,1,other,no
834,26,student,married,tertiary,no,8750,no,no,cellular,26,3,98,2,-1.0,0,unknown,no
835,26,management,single,tertiary,no,3,yes,yes,cellular,1,4,149,1,350.0,1,success,yes
836,26,management,single,tertiary,no,7628,no,no,cellular,1,4,263,1,-1.0,0,unknown,no
837,26,management,single,tertiary,no,1646,no,no,cellular,12,4,524,4,206.0,5,success,yes
838,26,technician,single,tertiary,no,1066,no,no,cellular,15,4,200,1,-1.0,0,unknown,yes
839,26,management,single,tertiary,no,194,no,no,cellular,22,4,407,2,-1.0,0,unknown,yes
